Fall 2008,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Education            CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH HRDL HRDV INST ISNC KINE NUTR PHED SPMT SPSY TCMG TCML TECR USEH",,"10
99
221
317
662
362
73
10
74
115
11
113
65
50
682
34
148
1
2
62
19
2
3
17
3","7
65
59
35
35
205
179
4
32
14
3
13
31
5
15
40
115
2
125
5
13
16
3","6
22
48
9
20
16
5
23
9
6
4
5
3
9
3
2
1
6","3
18
11
3
5
9
15
7
2
5
1
4
2
4
5
1","3
38
22
48
90
50
11
3
23
26
1
14
9
8
78
4
7
7
7
1","3
21
8
14
8
44
18
14
3
5
8
2
7
5
22
1
9
3
3
4","1
1
5
15
19
5
1
5
3
1
4
8
2
2
1
4
1","1
1
4
5
2
5
1
1
1
4
2
1
3","2
1
5
2
1
2
1
1
1","1
2
1
1
1
1
1","2
6
34
2
1
1
7
15
19
1
2
3
1
4
2","1
10
1
1
6
7
3
2
21","1
1
1
2
2
2
3
1
1","2
3
1
2
1","23
169
331
392
799
436
89
20
138
174
23
136
85
62
784
45
164
1
2
72
38
3
4
17
3","14
108
91
56
49
267
215
5
65
27
6
18
46
9
27
49
168
2
1
143
8
17
24
3","37
277
422
448
848
703
304
25
203
201
29
154
131
71
811
94
332
3
3
215
46
20
28
20
3",
,Subtotal,"3,155","1,021",197,95,450,202,78,31,16,8,100,52,14,9,"4,010","1,418",5428,
"Prepared by OISP, 11 Nov 08",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
