Fall 2008,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN MSEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG USEN WMHS",,"352
293
208
192
167
101
105
60
380
400
121
201
342
552
331
288
176
241
157
327
184
305
437
643
106
102
62
172
252
340
32
13
1","-2.2%
9.3%
8.9%
3.2%
4.4%
-4.7%
1.9%
-20.0%
12.1%
9.3%
-20.4%
16.9%
7.5%
-2.5%
2.8%
2.5%
-12.9%
21.7%
18.9%
-2.4%
20.3%
17.3%
-9.1%
1.3%
-5.4%
24.4%
-12.7%
11.7%
-10.6%
42.3%
14.3%
-13.3%
100.0%","65
45
52
63
48
107
229
268
14
13
18
202
312
23
54
32
183
3","8.3%
-2.2%
23.8%
14.5%
-12.7%
-11.6%
26.5%
3.1%
100.0%
-35.0%
-14.3%
44.3%
23.3%
100.0%
3.8%
52.4%
7.0%
50.0%","52
34
23
22
66
2
108
116
161
7
50
3
126
35
31
20
71
1","10.6%
17.2%
0.0%
15.8%
-16.5%
-66.7%
-2.7%
-6.5%
5.2%
-30.0%
-9.1%
-25.0%
3.3%
100.0%
-3.1%
-16.7%
16.4%
100.0%",,,"352
410
208
271
167
176
105
145
380
514
2
336
201
342
897
331
717
7
14
176
241
13
157
345
184
557
3
437
1,081
58
106
187
62
224
506
340
32
13
3
1
1","-2.2%
9.3%
8.9%
3.8%
4.4%
2.9%
1.9%
-2.7%
12.1%
2.8%
-66.7%
-12.5%
16.9%
7.5%
3.0%
2.8%
3.3%
-30.0%
100.0%
-12.9%
21.7%
-35.0%
18.9%
-3.1%
20.3%
22.4%
-25.0%
-9.1%
7.0%
100.0%
-5.4%
12.7%
-12.7%
12.6%
-1.6%
42.3%
14.3%
-13.3%
50.0%
100.0%
100.0%",
,Subtotal,"7,643",4.1%,"1,731",15.4%,928,3.2%,,,"10,302",5.7%,
"Prepared by OISP, 11 Nov 08",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
