Summer 2000,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY EDAD EDCI EDHL EDIS EDKI EDTC EHRD EPSY HEED HLTH IDTC INST KINE PHED SPSY
TECR",,"105
317
156
133
2
311
188
15",,"71
132
30
29
52
6
29
9
5",,"43
148
82
79
41
7
21
6
33",,,,"43
219
214
105
317
156
30
108
93
13
133
2
311
238
15
38
15",,
,SubTotal,1227,,363,,460,,,,2050,,
"Prepared by OISP, 12 Oct 00",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
