Summer 2000,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F,,
"Engineering            AERL AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE LCEM MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL
RHEN SENG",,"32
62
11
34
28
83
17
41
30
110
3
134
58
28
192
34
112
3
102
30
60
107
3
9
41
8
1
57
282
6
29
6
21
25
10
8
1
3","3
21
12
25
8
12
2
18
42
21
12
10
44
7
19
1
10
2
17
22
1
27
4
7
45
1
2
3
2
6
1
1
1","2
1
1
2
2
2
4
3
6
11
1
5
5
2
2
3","2
2
3
1
1
4
1
2
1
3
4
4
9
1
1
3
1
3
1
1
2","5
7
2
4
2
4
7
4
5
8
11
6
6
31
13
15
28
2
1
5
11
1
2
5
1
9
29
1
1
4
3
2
4
1","1
6
4
2
1
7
10
8
3
9
2
3
1
3
1
1
4
7
7
4
1
2
1
1
3
1
2","3
1
5
10
14
5
13
2
16
18
8
5
9
20
1
13
7
1
4
3
2
15
2
1
1","1
2
5
3
2
2
1
12
1
7
5
2
1
3
8
1
1
2
5
1","1
1
1
2
1
1
1
1",1,"1
41
12
1
9
3
5
3
53
41
82
5
1
84
7
216
8
1
1
1
1
1
86
4
2
124
1
16
24
69
1","4
6
1
19
12
56
14
2
28
2
14
9
4
3
12","3
1
1
6
2
1
1
1
4
1
4
1","1
1
3
2
1
1
1
1
2
1
1
1","39
117
14
57
43
112
32
63
42
196
44
249
78
35
318
67
371
4
166
42
2
68
129
4
12
140
13
1
72
456
9
48
7
49
98
13
15
2
4","4
34
20
41
11
17
2
2
29
90
13
95
19
17
71
19
62
2
26
4
20
31
2
52
4
18
65
1
8
7
15
3
12
2
3
1","43
151
34
98
54
129
34
65
71
286
57
344
97
52
389
86
433
4
2
192
46
2
88
160
4
14
192
17
1
90
521
10
56
7
56
113
16
27
2
5
5",
,Sub-Total,1821,409,52,50,240,95,179,65,9,1,904,186,26,16,3231,822,4053,
"Prepared by OISP, 12 Oct 00",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
