Summer 2000,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Agriculture       ADEV AGBL AGBU AGEC AGED AGEN AGJR AGLS AGRO AGSC AGSM ANBR ANSC BESC BICH BSEN DASC ENTO FLOR FORS FSTC GENE HORT NRDV NUSC NUTR PLBR PLPA POSC PPHY PREP PSSC RENR RLEM RPTS RRDV RSOC SOSC TOXI WFSC
WISC",,"347
73
135
161
35
45
31
66
53
42
62
1
309
59
103
9
7
40
1
11
49
79
69
2
77
40
11
15
45
7
20
3
6
56
131
1
1
22
1
207
4",,"27
1
10
2
1
4
16
2
3
4
2
1
1
2
2
1
1",,"20
5
7
16
1
5
5
15
3
4
4
15
9
5
2
1
6
9
15
3
12
3
1
2
10
1
1
3
6
12",,"1
4
1
3
2
1
3
12
4
4
1
1
5
1
3
1
4
3",,"2
1
2
1
1
1",,"6
36
10
1
6
2
9
1
25
2
10
7
20
12
7
2
9
11
15
6
12
3
1
5
8
6
21",,"4
1
4
1
1
3
1
4
2
6
5
5
1
1
1
1
2
1
5
1",,"401
80
153
228
39
62
40
101
65
47
70
1
342
77
155
13
8
60
1
18
84
114
85
2
98
53
23
32
67
19
25
3
8
66
154
2
1
29
1
250
5",,
,SubTotal,2436,,80,,201,,54,,8,,253,,50,,3082,,
"Prepared by OISP, 12 Oct 00",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
