Top 10,,,,,,,,,
Summer 2002  Feeder Patterns New Graduate,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,342,,,87.9%,,,
India,,,16,,,4.1%,,,
"China, People's Rep of",,,9,,,2.3%,,,
"Korea, Republic of",,,5,,,1.3%,,,
Venezuela,,,2,,,0.5%,,,
Russia,,,1,,,0.3%,,,
Guatemala,,,1,,,0.3%,,,
Paraguay,,,1,,,0.3%,,,
Spain,,,1,,,0.3%,,,
Argentina,,,1,,,0.3%,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,60,,,15.4%,,,,
Brazos,,34,,,8.7%,,,,
Bexar,,19,,,4.9%,,,,
Dallas,,15,,,3.9%,,,,
Fort Bend,,14,,,3.6%,,,,
Travis,,12,,,3.1%,,,,
Montgomery,,11,,,2.8%,,,,
Williamson,,10,,,2.6%,,,,
Tarrant,,9,,,2.3%,,,,
Collin,,8,,,2.1%,,,,
State,Students  % Total,,,,,,,,
Texas,314,,,80.7%,,,,,
North Carolina,3,,,0.8%,,,,,
Louisiana,3,,,0.8%,,,,,
Utah,3,,,0.8%,,,,,
Alabama,2,,,0.5%,,,,,
Virginia,2,,,0.5%,,,,,
California,2,,,0.5%,,,,,
Missouri,1,,,0.3%,,,,,
Michigan,1,,,0.3%,,,,,
Massachusetts,1,,,0.3%,,,,,
