Spring 2001,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F,,
"Engineering             AERL AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN
SENG",,"108
165
44
65
124
152
107
94
105
184
8
276
180
105
423
152
267
3
324
95
3
158
259
1
50
69
8
214
532
21
48
18
37
91
34
44
2
5
5","26
43
39
49
14
17
4
4
42
93
44
37
36
89
15
32
1
27
10
1
41
71
15
48
4
36
83
6
1
4
3
23
12
21
4
5
4","3
1
6
2
6
1
3
2
3
3
3
9
3
6
14
4
4
5
2
3
5
3
2
2
1
6","4
6
3
2
2
2
1
2
6
6
3
2
4
6
9
14
5
2
3
5
4
1
1
3
3
1
2
8
1","12
21
7
7
12
14
25
11
11
15
15
13
19
42
38
22
52
13
1
20
32
1
5
11
1
37
41
5
5
1
4
10
8
31
1","8
11
8
5
1
2
4
14
12
7
4
4
12
5
6
11
3
3
5
4
7
1
8
2
1
4
4
14
1
2
2","5
5
9
9
12
31
18
32
9
19
26
24
4
12
18
39
31
9
5
7
2
5
2
25
1
2
2
3
2
3
3
1","4
7
8
7
2
3
3
5
21
1
9
7
2
3
5
10
3
2
2
5
2
8
2
1
5","2
1
3
1
1
3
4
2
3
5
2
1
1
1
1",1,"3
60
1
20
2
14
4
9
84
50
134
9
6
135
8
275
13
1
2
2
12
168
8
7
212
21
1
25
95
1
2","6
11
3
1
1
25
12
68
9
1
22
1
40
4
1
1
2
17
1
12
1
10
1
5
14
1
1","3
7
1
1
6
3
3
6
3
4
2
4
3
4
5
3
3
3
3
1
6
9
1
3
1
4","1
1
1
2
1
4
3
2
3
1
1
4
1
1
2
4
1
1
2
2","134
260
63
102
157
219
166
147
131
311
58
458
236
139
629
224
616
3
444
126
5
192
309
2
75
257
17
272
822
28
81
22
73
198
47
88
2
6
8","35
68
61
77
27
26
14
9
67
160
13
136
61
48
131
33
101
1
60
18
2
49
82
28
85
6
40
112
8
18
6
15
45
15
50
6
7
7","169
328
124
179
184
245
180
156
198
471
71
594
297
187
760
257
717
3
1
504
144
7
241
391
2
103
342
23
312
934
36
99
28
88
243
62
138
8
13
15",
,Subtotal,4580,1004,102,111,563,175,375,127,31,1,1384,271,92,38,7127,1727,8854,
"Prepared by OISP, 06 Mar 01",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
