Spring 2001,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F,,
"Agriculture              ADEV AGBL AGBU AGEC AGED AGEN AGJR AGLS AGRO AGSC AGSM ANBR ANSC BESC BICH BSEN DASC ENTO FLOR FORS FSTC GENE HORT MEPS NRDV NUSC NUTR PLBR PLPA POSC PPHY PPRO PREP PSSC RENR RLEM RPTS RRDV SOSC TOXI WFSC
WISC",,"293
100
121
206
32
94
14
108
124
54
144
265
58
93
9
11
41
37
24
62
46
2
2
26
9
9
9
72
1
5
4
19
91
143
15
1
243
3","251
77
93
88
41
23
45
85
12
69
15
1
393
62
95
6
6
29
2
9
49
112
92
1
4
182
39
4
4
47
12
2
10
27
161
1
9
177
3","13
1
1
5
1
2
20
1
2
1
5
2
2
1
1
1
3
1","7
1
1
10
5
2
10
1
3
2
2
2","21
6
4
21
4
4
2
9
4
3
6
10
11
13
2
4
1
3
12
4
5
2
2
15
1
6
8
17","13
2
4
5
1
5
5
9
2
1
21
10
10
3
1
3
6
15
5
22
3
1
1
1
4
10
16","1
1
1
1
1
1
4
2
1
12
1
3
4
7
1
1
1
1
1
3","2
2
2
1
1
2
4
9
3
3
6
6
1
1
4","3
1
1
1
1
1
1
1
2","1
1
1
1
1
1
1
2","1
3
10
45
3
9
4
7
3
5
21
3
3
10
17
9
7
5
4
10
7
5
3
4
9
8
7
14","1
5
14
1
4
2
1
3
1
11
1
6
1
18
8
3
2
2
10
2
9
2
1
1
1
3
9
1
1
9","4
2
2
4
2
2
6
1
2
4
5
1
1
6
1
1
2
2
1
3
2
4","3
2
4
2
2
1
2
1
7
1
4
1
2
4
4
1
1
1
1
4
5","333
113
139
285
40
110
19
147
141
59
158
285
79
146
16
11
51
48
49
98
60
7
2
34
15
19
18
97
3
1
11
4
21
109
167
24
1
284
3","277
82
106
112
43
35
52
111
13
73
17
1
432
80
139
11
7
41
2
11
82
148
105
3
4
217
53
6
13
51
1
14
4
12
35
184
2
10
213
3","610
195
245
397
83
145
71
258
154
132
175
1
717
159
285
27
18
92
2
59
131
246
165
10
6
251
68
25
31
148
4
1
25
8
33
144
351
2
34
1
497
6",
,Subtotal,2590,2338,63,46,200,179,48,47,12,9,236,133,58,53,3207,2805,6012,
"Prepared by OISP, 06 Mar 01",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
