Top 10,,,,,,,,
Spring 2001 Feeder Patterns New Graduate,,,,,,,,
Texas County   Students  % Total,,,,,,,,
Brazos,,27,,,8.6%,,,
Harris,,13,,,4.1%,,,
Collin,,5,,,1.6%,,,
Tarrant,,5,,,1.6%,,,
Bexar,,4,,,1.3%,,,
Dallas,,4,,,1.3%,,,
El Paso,,3,,,1.0%,,,
Montgomery,,3,,,1.0%,,,
Smith,,3,,,1.0%,,,
Blanco,,2,,,0.6%,,,
State,Students  % Total,,,,,,,
Texas,125,,,39.8%,,,,
Louisiana,6,,,1.9%,,,,
Florida,3,,,1.0%,,,,
Alabama,1,,,0.3%,,,,
Arizona,1,,,0.3%,,,,
Arkansas,1,,,0.3%,,,,
California,1,,,0.3%,,,,
Colorado,1,,,0.3%,,,,
Illinois,1,,,0.3%,,,,
Iowa,1,,,0.3%,,,,
Country,,,Students  % Total,,,,,
United States,,,153,,,48.7%,,
India,,,30,,,9.6%,,
"China, People's Rep of",,,28,,,8.9%,,
"Korea, Republic of",,,23,,,7.3%,,
Mexico,,,23,,,7.3%,,
Turkey,,,5,,,1.6%,,
Indonesia,,,4,,,1.3%,,
Argentina,,,3,,,1.0%,,
Bolivia,,,3,,,1.0%,,
Canada,,,3,,,1.0%,,
