Spring 2001,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Agriculture              ADEV AGBL AGBU AGEC AGED AGEN AGJR AGLS AGRO AGSC AGSM ANBR ANSC BESC BICH BSEN DASC ENTO FISC FLOR FORS FSTC GENE HORT MEPS NRDV NUSC NUTR PLBR PLPA POSC PPHY PPRO PREP PSSC RENR RLEM RPTS RRDV RSOC SOSC TOXI WFSC
WISC",,"544
177
214
294
73
117
59
193
136
123
159
1
658
120
188
15
17
70
0
2
46
73
174
138
3
6
208
48
13
13
119
0
1
17
6
29
118
304
1
0
24
1
420
6","-0.2%
-18.1%
15.1%
2.1%
73.8%
-10.0%
28.3%
49.6%
13.3%
57.7%
14.4%
0.0%
-8.9%
0.0%
3.3%
15.4%
30.8%
-12.5%
-100.0%
-60.0%
7.0%
-3.9%
-13.9%
0.0%
100.0%
0.0%
16.9%
-2.0%
44.4%
-18.8%
5.3%
-100.0%
100.0%
-5.6%
-14.3%
20.8%
12.4%
28.8%
-75.0%
-100.0%
-20.0%
0.0%
-1.2%
20.0%","20
1
1
6
0
2
2
30
1
2
6
7
12
1
3
4
3
1
1
3
0
3","-39.4%
0.0%
-66.7%
-50.0%
-100.0%
-33.3%
-50.0%
100.0%
100.0%
100.0%
100.0%
16.7%
-14.3%
0.0%
-40.0%
0.0%
0.0%
-66.7%
100.0%
50.0%
-100.0%
100.0%","34
8
8
26
5
9
7
18
4
5
7
31
21
23
5
1
7
1
9
27
9
27
5
0
2
16
0
2
1
10
18
33","-5.6%
-38.5%
-27.3%
18.2%
66.7%
-30.8%
16.7%
12.5%
-20.0%
25.0%
0.0%
0.0%
61.5%
0.0%
150.0%
0.0%
16.7%
-50.0%
-43.8%
42.1%
28.6%
42.1%
25.0%
-100.0%
0.0%
23.1%
-100.0%
0.0%
0.0%
66.7%
5.9%
-2.9%","3
1
1
3
1
1
6
1
3
3
4
21
1
6
7
13
1
7
1
1
2
1
7","50.0%
100.0%
0.0%
-40.0%
100.0%
100.0%
-14.3%
100.0%
200.0%
50.0%
0.0%
-12.5%
-50.0%
20.0%
-12.5%
160.0%
-50.0%
0.0%
0.0%
-66.7%
100.0%
-75.0%
0.0%","1
0
3
1
1
0
1
2
1
1
1
2
2
1
1
1
2","0.0%
-100.0%
100.0%
-50.0%
0.0%
-100.0%
100.0%
-60.0%
0.0%
0.0%
0.0%
100.0%
100.0%
0.0%
100.0%
0.0%
0.0%","1
4
15
59
4
13
6
8
3
8
1
32
4
9
0
11
35
17
10
7
2
14
12
16
7
4
4
1
1
12
17
1
8
23","0.0%
-33.3%
87.5%
25.5%
33.3%
-27.8%
500.0%
-27.3%
0.0%
-46.7%
100.0%
23.1%
-20.0%
-10.0%
-100.0%
22.2%
20.7%
-5.6%
42.9%
100.0%
-33.3%
55.6%
0.0%
-11.1%
16.7%
-77.8%
0.0%
-50.0%
0.0%
0.0%
13.3%
0.0%
14.3%
-17.9%","7
4
6
6
4
1
4
6
2
9
5
9
1
0
0
1
3
10
5
2
3
1
1
2
1
7
2
9","40.0%
-20.0%
20.0%
50.0%
33.3%
0.0%
300.0%
0.0%
100.0%
-25.0%
66.7%
-18.2%
100.0%
-100.0%
-100.0%
-66.7%
0.0%
-9.1%
0.0%
-33.3%
200.0%
0.0%
100.0%
100.0%
-66.7%
75.0%
100.0%
0.0%","610
195
245
397
83
145
71
258
154
132
175
1
717
159
285
27
18
92
0
2
59
131
246
165
10
6
251
68
25
31
148
4
1
25
8
33
144
351
2
0
34
1
497
6","-2.1%
-19.8%
14.5%
5.0%
66.0%
-13.2%
20.3%
51.8%
7.7%
59.0%
16.7%
0.0%
-9.2%
8.2%
1.8%
17.4%
20.0%
-9.8%
-100.0%
-66.7%
3.5%
-5.1%
-5.4%
3.1%
100.0%
0.0%
17.8%
7.9%
13.6%
-13.9%
5.7%
-84.6%
100.0%
0.0%
-11.1%
26.9%
13.4%
25.8%
-66.7%
-100.0%
-10.5%
0.0%
-1.6%
20.0%",
,SubTotal,4928,3.7%,109,-5.2%,379,6.5%,95,4.4%,21,5.0%,369,4.2%,111,7.8%,6012,3.9%,
"Prepared by OISP, 06 Mar 01",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
