Spring 2001,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"General Studies       GEST
GSEN",,"2911
0","5.9%
-100.0%",,,,,,,"2911
0","5.9%
-100.0%",
,SubTotal,2911,5.5%,,,,,,,2911,5.5%,
Exchange                REEP,,21,100.0%,4,100.0%,,,,,25,100.0%,
,SubTotal,21,100.0%,4,100.0%,,,,,25,100.0%,
Total,,33759,0.5%,3945,6.6%,2889,1.5%,501,1.6%,41094,1.2%,
"Prepared by OISP, 06 Mar 01",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
