Fall 2004,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPSY TECR",,"215
1,049
0
887
119
1,000
236
341
21","18.8%
-1.7%
-100.0%
-0.1%
17.8%
2.5%
55.3%
20.9%
-38.2%","5
118
203
39
51
107
10
57
2
5","0.0%
-8.5%
51.5%
2.6%
18.6%
-21.3%
-23.1%
-25.0%
-75.0%
-16.7%","39
209
148
118
96
21
22
8
37","-4.9%
5.6%
22.3%
-5.6%
-3.0%
23.5%
-15.4%
0.0%
-7.5%",,,"44
327
351
215
1,049
0
887
39
169
203
31
119
1,000
236
420
10
42
21","-4.3%
0.0%
37.6%
18.8%
-1.7%
-100.0%
-0.1%
2.6%
0.6%
-13.6%
3.3%
17.8%
2.5%
55.3%
9.4%
-37.5%
-8.7%
-38.2%",
,Subtotal,"3,868",5.0%,597,1.5%,698,3.4%,,,"5,163",4.4%,
"Prepared by OISP, 06 Dec 04",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
