Spring 2009,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Education            CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH HRDL HRDV INST ISNC KINE NUTR PHED SPMT SPSY TCMG TCML TECR USEH",,"10
90
247
337
514
321
56
10
64
104
10
120
57
74
711
10
152
1
2
62
19
2
2
17
2","7
65
63
34
29
179
146
4
30
15
1
14
32
8
23
16
112
2
129
5
15
18
2","6
22
44
13
16
12
1
24
8
6
4
3
3
13
1
2
5
5","2
15
11
4
4
8
15
7
1
4
2
3
1
5
4
1
1","4
37
24
57
68
50
9
3
22
25
1
17
10
9
84
1
9
8
5
1","3
21
8
12
8
44
15
14
3
5
6
5
7
3
22
1
10
3
2
5","1
1
4
15
15
4
2
6
3
2
3
2
14
2
2
1
4
1","1
1
1
5
2
4
3
1
1
1
3
1
1
2","2
1
4
2
1
1
1
1
1","1
1
1
1
1","1
4
31
2
2
2
6
17
18
1
1
3
6
2","1
10
1
1
4
6
3
1
1
20","1
2
1
1
2
3
3","1
1
1
1
1
2
1","23
158
351
425
620
391
67
19
131
161
21
144
77
89
829
14
171
1
2
77
35
4
2
17
2","13
104
94
51
42
239
178
5
60
26
4
22
44
17
33
22
164
2
1
146
8
19
26
2","36
262
445
476
662
630
245
24
191
187
25
166
121
106
862
36
335
3
3
223
43
23
28
19
2",
,Subtotal,"2,994",949,188,88,444,197,82,27,14,5,96,48,13,8,"3,831","1,322",5153,
"Prepared by OISP, 01 Apr 09",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
