Spring 2009,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH HRDL HRDV INST ISNC KINE NUTR PHED SPMT SPSY TCMG TCML TECR USEH",,"476
662
630
245
166
121
106
862
36
223
223
23
28
19
2","31.1%
-4.2%
-0.9%
-19.7%
14.5%
476.2%
457.9%
-5.7%
-89.0%
-13.6%
-4.3%
666.7%
211.1%
46.2%
100.0%","74
252
24
102
111
11
70
2
3
0","-1.3%
2.4%
-29.4%
52.2%
27.6%
-15.4%
-10.3%
100.0%
-25.0%
-100.0%","36
188
193
89
76
14
42
1
0
43","-5.3%
-5.5%
7.2%
-1.1%
-9.5%
0.0%
50.0%
100.0%
-100.0%
-2.3%",,,"36
262
445
476
662
630
245
24
191
187
25
166
121
106
862
36
335
3
3
223
43
23
28
19
2","-5.3%
-4.4%
4.5%
31.1%
-4.2%
-0.9%
-19.7%
-29.4%
21.7%
9.4%
-7.4%
14.5%
476.2%
457.9%
-5.7%
-89.0%
-8.0%
100.0%
-50.0%
-4.3%
-2.3%
666.7%
211.1%
35.7%
100.0%",
,Subtotal,"3,822",-3.0%,649,7.3%,682,0.4%,,,"5,153",-1.3%,
"Prepared by OISP, 01 Apr 09",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
