Spring 2009,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN MSEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG USEN WMHS",,"253
290
172
177
133
111
82
55
303
423
128
147
238
563
242
301
178
222
125
366
169
323
329
664
113
98
52
166
397
180
28
15
2","-12.2%
16.9%
0.6%
1.1%
3.9%
6.7%
7.9%
-26.7%
3.8%
20.9%
-3.8%
-14.5%
7.7%
4.1%
-4.0%
3.1%
-11.4%
21.3%
-15.0%
8.0%
23.4%
21.4%
-9.1%
2.5%
7.6%
25.6%
-17.5%
1.2%
37.8%
-22.7%
21.7%
50.0%
100.0%","70
49
48
64
36
94
222
218
1
11
10
17
177
266
19
48
30
169
3","25.0%
40.0%
17.1%
4.9%
-26.5%
-5.1%
32.9%
0.0%
100.0%
100.0%
-37.5%
-15.0%
31.1%
10.8%
100.0%
0.0%
42.9%
15.0%
0.0%","52
32
27
20
68
3
98
105
156
7
52
3
134
38
34
19
64
1","10.6%
-3.0%
22.7%
5.3%
-11.7%
-50.0%
-7.5%
-7.1%
7.6%
40.0%
0.0%
-25.0%
21.8%
100.0%
3.0%
-13.6%
-3.0%
100.0%",,,"253
412
172
258
133
186
82
139
303
527
3
320
147
238
890
242
675
8
11
178
222
10
125
383
169
552
3
329
1,064
57
113
180
52
215
630
180
28
15
3
2
1","-12.2%
17.4%
0.6%
6.2%
3.9%
11.4%
7.9%
-10.3%
3.8%
10.7%
-50.0%
-5.3%
-14.5%
7.7%
8.4%
-4.0%
3.1%
60.0%
100.0%
-11.4%
21.3%
-37.5%
-15.0%
6.7%
23.4%
21.9%
-25.0%
-9.1%
6.6%
100.0%
7.6%
13.2%
-17.5%
3.9%
25.7%
-22.7%
21.7%
50.0%
0.0%
100.0%
100.0%",
,Subtotal,"7,045",4.1%,"1,552",14.5%,913,6.2%,,,"9,510",5.9%,
"Prepared by OISP, 01 Apr 09",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
