Top 10,,,,,,,,,
Spring 2009  Feeder Patterns Undergraduate Transfer,,,,,,,,,
Country                 Students  % Total,,,,,,,,,
United States,,,679,,,,95.4%,,
Mexico,,,5,,,,0.7%,,
Nepal,,,4,,,,0.6%,,
"Korea, Republic of",,,3,,,,0.4%,,
Australia,,,2,,,,0.3%,,
Canada,,,2,,,,0.3%,,
Viet Nam Socialist Repu,,,2,,,,0.3%,,
Mongolia,,,1,,,,0.1%,,
Italy,,,1,,,,0.1%,,
Honduras,,,1,,,,0.0%,,
Texas County   Students  % Total,,,,,,,,,
Harris,,126,,,17.7%,,,,
Brazos,,113,,,15.9%,,,,
Montgomery,,35,,,4.9%,,,,
Bexar,,31,,,4.4%,,,,
Collin,,19,,,2.7%,,,,
Dallas,,19,,,2.7%,,,,
Fort Bend,,18,,,2.5%,,,,
Tarrant,,18,,,2.5%,,,,
McLennan,,14,,,2.0%,,,,
Smith,,13,,,1.8%,,,,
State        Students  % Total,,,,,,,,,
Texas,669,,,94.0%,,,,,
California,4,,,0.6%,,,,,
Arkansas,1,,,0.1%,,,,,
Alabama,1,,,0.1%,,,,,
Ohio,1,,,0.1%,,,,,
North Carolin,1,,,0.1%,,,,,
Missouri,1,,,0.1%,,,,,
Louisiana,1,,,0.1%,,,,,
Kentucky,1,,,0.1%,,,,,
