Spring 2005,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPMT SPSY TECR",,"227
877
0
846
126
1,079
298
339
30
18","17.0%
-3.4%
-100.0%
4.1%
2.4%
8.3%
64.6%
0.9%
100.0%
-45.5%","4
118
158
34
45
91
13
57
1
6","-33.3%
-3.3%
6.8%
-12.8%
7.1%
-25.4%
-7.1%
-12.3%
-83.3%
0.0%","34
210
153
116
88
20
24
8
38","-2.9%
5.0%
13.3%
-5.7%
-11.1%
17.6%
20.0%
14.3%
-5.0%",,,"38
328
311
227
877
0
846
34
161
179
33
126
1,079
298
420
9
30
44
18","-7.3%
1.9%
9.9%
17.0%
-3.4%
-100.0%
4.1%
-12.8%
-2.4%
-19.0%
6.5%
2.4%
8.3%
64.6%
-0.2%
-30.8%
100.0%
-4.3%
-45.5%",
,Subtotal,"3,840",7.1%,527,-7.5%,691,2.2%,,,"5,058",4.7%,
"Prepared by OISP, 28 Mar 05",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
