Summer 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
"Other - Special        CHEN
Populations             CLMD ECEN MARB MARE MASE MEEN PETE SABX SRPH",,,,,,,,,,,,,,,,
University,Subtotal,,,,,,,,,,,,,,,
,Total,72,101,126,189,2,490,11,78,89,140,140,1,1,720,
"Prepared by OISP, 05 Aug 10",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
