Summer 2010,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          BIED
CPSY EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH HRDL HRDV INST ISNC KINE NUTR PHED SPED SPMT SPSY TCMG TCML TECR USEH",,"153
120
139
60
143
79
105
327
0
120
123
29
27
0
2","-17.3%
-11.8%
-8.6%
-36.2%
4.4%
19.7%
-3.7%
-6.3%
-100.0%
-14.3%
-18.5%
61.1%
58.8%
-100.0%
100.0%","8
5
34
185
17
62
34
16
33
0
0
8
12
5","300.0%
100.0%
-27.7%
-13.1%
70.0%
26.5%
-49.3%
77.8%
0.0%
-100.0%
-100.0%
300.0%
100.0%
100.0%","32
120
151
52
52
12
40
1
41","14.3%
-15.5%
17.1%
-3.7%
6.1%
-7.7%
2.6%
0.0%
-2.4%",,,"8
37
154
336
153
120
139
60
17
114
86
28
143
79
105
327
0
193
1
0
8
135
46
29
27
0
2","300.0%
32.1%
-18.5%
-1.8%
-17.3%
-11.8%
-8.6%
-36.2%
70.0%
10.7%
-25.9%
27.3%
4.4%
19.7%
-3.7%
-6.3%
-100.0%
-9.0%
-66.7%
-100.0%
300.0%
-10.6%
9.5%
61.1%
58.8%
-100.0%
100.0%",
,Subtotal,"1,427",-9.3%,419,-3.9%,501,0.8%,,,"2,347",-6.3%,
"Prepared by OISP, 05 Aug 10",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
