"Summer 2010
G. Bush School       BUSH of Govt                    Subtotal
Geosciences            ATMO CLGE GEOG GEPL OCNG
Subtotal
Liberal Arts             ANTH BIOL CLLA COMM ECON ENGL EURO HISP HIST PHUM POLS PRFM PSYC SOCI
Subtotal
Science                    BIOL CHEM CLSC MATH PHYS STAT
Subtotal
Veterinary               CLVM
Medicine                 VIBS VLCS VSCS VTPB VTPP
Subtotal General Studies       GEST
Subtotal",Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,"Freshman
2
2","Sophomore
1
1
2
1
1
2
2","Junior
1
1
2
2
6
1
1
1
1","Senior
2
1
1
2
2
8
4
4
1
1",PB,"Total
1
3
1
2
2
4
3
16
4
1
5
2
2
5
5",PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
,,,,,,,1,1,1,1,1,1,1,1,
,,,,,,,1,,1,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,2,
,,,,,,,,,1,,,,,5,
,,,,,,,,,,,,,,3,
,,,,,,,,1,1,,,,,17,
,,,,,,,,,,,,,,4,
,,,,,,,,,,2,2,,,3,
,,,,,,,,,,2,2,,,2,
,,,,,,,,,,4,4,,,9,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,1,1,3,
,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,5,
"Prepared by OISP, 05 Aug 10",,,,,,,,,,,,,,,
