Fall 1999,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F,,
"Agriculture              ADEV AGBL AGBU AGEC AGED AGEN AGJR AGLS AGRO AGSC AGSM ANBR ANSC BESC BICH BSEN DASC ENTO FISC FLOR FORS FSTC GENE HORT NRDV NUSC NUTR PLBR PLPA PLSC POSC PPHY PPRO PREP PSSC RENR RLEM RPTS RRDV RSOC SOSC TOXI WFSC
WISC",,"308
129
87
220
18
130
9
77
120
41
118
2
336
74
108
6
11
51
1
42
28
78
56
2
15
12
7
12
86
3
1
6
8
14
94
107
2
23
1
263
2","264
105
81
69
24
30
39
52
12
39
11
1
429
61
95
5
7
32
8
10
58
142
93
4
187
37
1
6
1
45
4
11
3
9
25
107
2
1
9
183
1","23
2
1
9
2
2
2
10
1
1
2
2
1
1
1
3","10
1
1
5
1
1
1
5
2
2
14
1
3
2
4
2
1","31
10
13
20
12
1
13
6
4
4
10
5
15
1
4
5
7
2
5
2
13
1
4
7
18","11
6
2
5
1
6
4
9
2
24
6
12
1
1
3
12
17
8
18
3
2
1
1
1
1
3
12
20","2
1
3
4
1
1
1
16
1
3
3
2
1
1
2
5
2","3
1
3
2
9
1
2
5
4
1
6
1
2
1
5","1
1
1
1
1
2
1
1
1
1
1
3","1
1
1
4
1
2","1
4
3
39
2
15
15
3
1
11
19
2
5
1
8
13
12
9
3
9
11
2
12
4
11
8
6
18","1
4
11
1
6
1
4
3
1
11
3
6
1
14
9
1
3
8
3
9
2
8
4
7
1
2
13","4
2
2
4
1
1
3
1
2
4
1
7
1
2
5
1
1
3
3
2
6","2
3
1
1
2
1
1
2
8
1
4
1
3
5
5
3
1
1
1
3
4","369
149
106
295
22
160
14
106
145
46
129
3
365
84
167
10
12
63
1
1
52
50
105
70
2
23
15
16
26
104
15
1
11
8
14
112
134
2
31
1
310
2","289
116
89
94
27
45
45
69
17
43
11
1
473
73
145
11
8
44
8
11
95
180
108
4
223
49
6
15
1
53
13
13
3
10
34
129
4
1
11
225
1","658
265
195
389
49
205
59
175
162
89
140
4
838
157
312
21
20
107
1
9
63
145
285
178
6
246
64
22
41
1
157
28
1
24
11
24
146
263
6
1
42
1
535
3",
,Sub-Total,2708,2303,63,56,213,192,49,46,15,10,247,137,56,53,3351,2797,6148,
"Prepared by OISP, 30 Aug 00",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
