Fall 1999,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F,,
"Engineering             AERL AERO BIEN BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE LCEM MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN
SENG",,"160
139
1
69
71
211
159
122
83
168
220
4
232
331
188
403
243
284
2
253
113
4
196
292
9
42
102
11
5
435
535
29
48
18
32
106
55
28
2
4
7","32
38
67
42
30
21
6
2
76
97
44
65
46
91
27
32
20
8
41
64
1
12
72
1
46
94
4
4
3
3
25
17
20
1
3
7","3
3
3
8
3
4
2
3
3
7
5
5
8
5
10
1
15
1
5
11
4
8
7
8
2
1
2
3
1
1","2
3
9
2
13
2
5
13
7
1
3
10
3
3
6
9
8
1
2
2
6
4
4
1
1
1
4
1","18
19
17
7
21
10
20
10
22
21
1
17
21
27
45
34
31
2
42
25
1
27
31
1
7
23
35
61
1
3
1
5
14
8
18
2","8
8
11
10
8
1
1
1
14
12
11
6
8
11
3
9
10
5
4
8
6
11
1
8
11
1
2
1
3
1
3
16
1
2","6
7
7
11
26
24
17
25
9
24
1
20
35
4
13
23
59
20
9
3
6
1
10
12
20
2
1
4
3
4
1","2
3
9
9
4
3
2
2
7
28
11
11
1
2
3
14
1
3
4
1
9
1
3
1
2
1","2
1
2
1
1
1
2
3
4
5
1
1
1
7
1
3","1
2
1
2
1
1","1
52
5
1
11
11
8
5
5
2
69
42
103
11
7
137
13
259
1
9
3
1
3
15
114
7
1
9
177
1
25
1
22
91
1","5
2
5
1
1
21
15
68
1
22
3
45
2
2
2
2
16
1
10
5
4
17","6
7
2
1
9
2
3
5
2
3
4
3
4
3
4
2
1
1
2
4
7
6
1","1
1
2
3
3
1
1
1
2
1
1
2
1
3
1
1
1
1","196
225
6
99
104
286
206
170
125
207
343
48
381
407
236
611
325
650
6
348
153
6
233
345
10
72
261
18
6
512
807
32
80
21
61
217
69
53
3
6
10","46
57
2
97
68
58
27
15
5
115
169
16
138
93
59
129
43
111
42
17
49
80
1
26
110
1
2
62
126
5
13
4
12
48
22
42
2
6
8","242
282
8
196
172
344
233
185
130
322
512
64
519
500
295
740
368
761
6
390
170
6
282
425
11
98
371
19
8
574
933
37
93
25
73
265
91
95
5
12
18",
,Sub-Total,5416,1162,142,126,648,216,407,137,36,8,1223,250,82,27,7954,1926,9880,
"Prepared by OISP, 30 Aug 00",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
