Fall 1999,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
Engineering,SENG,,,18,,,,,,18,,
,SubTotal,8081,,1095,,704,,,,9880,,
Geosciences,ESCI,16,,23,,22,,,,16,,
,GEOG,155,,,,,,,,200,,
,GEOL,98,,56,,24,,,,178,,
,GEOP,19,,21,,21,,,,61,,
,GEOS,,,1,,,,,,1,,
,METR,131,,42,,18,,,,191,,
,OCNG,,,49,,34,,,,83,,
,SubTotal,419,,192,,119,,,,730,,
"Prepared by OISP, 30 Aug 00",,,,,,,,,,,,
