Fall 1999,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Liberal Arts             ANTH ANTL ECOL ECON ENGL ENLL FREN GERM HISL HIST INTL INTS JOUL JOUR MODL MOLL PHIL PHLL POLL POLS PSYC PSYL RUSS SCOL SCOM SOCI SOCL SPAN STJR THAL
THAR",,"96
1
7
355
582
7
11
9
5
412
4
219
22
683
12
15
63
1
23
723
1150
21
8
6
513
227
2
55
3
57",,"90
31
40
29
1
18
30
18
40
15
31
19",,"35
56
87
48
35
54
14
31",,,,"221
1
7
442
709
7
11
9
5
489
4
219
22
684
30
15
93
1
23
776
1244
21
8
6
542
289
2
55
19
3
57",,
,SubTotal,5292,,362,,360,,,,6014,,
"Prepared by OISP, 30 Aug 00",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
