Fall 1999,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering              AERL AERO BIEN BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE LCEM MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN
SENG",,"192
177
1
136
113
241
180
128
85
244
317
4
276
396
234
494
270
316
2
273
121
4
237
356
10
54
174
11
6
481
629
33
52
21
35
131
72
48
3
7
14",,"5
3
12
5
21
5
9
2
16
10
1
10
15
8
11
11
19
1
23
2
7
13
10
12
11
8
3
2
3
7
1
1
1",,"26
27
28
17
29
11
21
11
36
33
1
28
27
35
56
37
40
2
52
30
1
31
39
1
13
34
1
43
72
2
5
2
8
15
11
34
1
2
2",,"8
10
16
20
30
27
19
27
16
52
1
31
46
5
15
26
73
21
9
3
9
1
14
13
29
3
1
7
4
6
2",,"3
1
2
2
2
1
1
2
3
4
5
1
1
1
9
1
1
1
3",,"1
57
7
1
16
12
8
6
5
2
90
57
171
11
8
159
16
304
1
11
5
1
5
17
130
8
1
9
187
1
30
1
26
108
1",,"7
7
3
1
11
2
6
8
3
4
4
3
5
5
5
3
3
2
2
7
8
7
1
1
1",,"242
282
8
196
172
344
233
185
130
322
512
64
519
500
295
740
368
761
6
390
170
6
282
425
11
98
371
19
8
574
933
37
93
25
73
265
91
95
5
12
18",,
,SubTotal,6578,,268,,864,,544,,44,,1473,,109,,9880,,
"Prepared by OISP, 30 Aug 00",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
