Fall 1999,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Agriculture               ADEV AGBL AGBU AGEC AGED AGEN AGJR AGLS AGRO AGSC AGSM ANBR ANSC BESC BICH BSEN DASC ENTO FISC FLOR FORS FSTC GENE HORT NRDV NUSC NUTR PLBR PLPA PLSC POSC PPHY PPRO PREP PSSC RENR RLEM RPTS RRDV RSOC SOSC TOXI WFSC
WISC",,"572
234
168
289
42
160
48
129
132
80
129
3
765
135
203
11
18
83
1
8
52
86
220
149
6
202
49
8
18
1
131
7
1
17
11
23
119
214
4
1
32
1
446
3",,"33
3
2
14
3
3
3
15
1
3
4
16
1
4
3
5
2
3
1",,"42
16
15
25
1
18
5
22
6
6
4
34
11
27
2
1
7
17
24
10
23
3
2
2
14
1
2
1
7
19
38",,"2
1
6
5
1
4
3
25
2
5
8
6
2
6
1
1
4
1
5
7",,"1
2
1
2
1
1
6
1
1
1
3
1
1
3",,"2
4
7
50
3
21
1
19
3
1
14
1
30
5
11
1
9
27
21
10
3
11
12
20
4
20
4
15
15
1
8
31",,"6
5
3
5
2
1
2
4
3
2
12
2
11
1
1
2
3
10
6
4
1
1
4
6
2
10",,"658
265
195
389
49
205
59
175
162
89
140
4
838
157
312
21
20
107
1
9
63
145
285
178
6
246
64
22
41
1
157
28
1
24
11
24
146
263
6
1
42
1
535
3",,
,SubTotal,5011,,119,,405,,95,,25,,384,,109,,6148,,
"Prepared by OISP, 30 Aug 00",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
