Fall 2000,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Liberal Arts             ANTH ANTL ECOL ECON ENGL ENLL FREN GERM HISL HIST INTL INTS JOUL JOUR MODL MOLL PHIL PHLL POLL POLS PSYC PSYL RUSS SCOL SCOM SOCI SOCL SPAN STJR THAL
THAR",,"106
1
1
450
571
1
14
9
0
484
1
245
6
812
1
2
58
0
2
757
1296
6
7
4
625
235
2
73
0
55","10.4%
0.0%
-85.7%
26.8%
-1.9%
-85.7%
27.3%
0.0%
-100.0%
17.5%
-75.0%
11.9%
-72.7%
18.9%
-91.7%
-86.7%
-7.9%
-100.0%
-91.3%
4.7%
12.7%
-71.4%
-12.5%
-33.3%
21.8%
3.5%
0.0%
32.7%
-100.0%
-3.5%","79
32
47
29
1
11
28
11
46
19
31
20","-12.2%
3.2%
17.5%
0.0%
0.0%
-38.9%
-6.7%
-38.9%
15.0%
26.7%
0.0%
5.3%","39
68
80
48
35
51
17
35","11.4%
21.4%
-8.0%
0.0%
0.0%
-5.6%
21.4%
12.9%",,,"224
1
1
550
698
1
14
9
0
561
1
245
6
813
12
2
86
0
2
803
1393
6
7
4
661
301
2
73
20
0
55","1.4%
0.0%
-85.7%
24.4%
-1.6%
-85.7%
27.3%
0.0%
-100.0%
14.7%
-75.0%
11.9%
-72.7%
18.9%
-60.0%
-86.7%
-7.5%
-100.0%
-91.3%
3.5%
12.0%
-71.4%
-12.5%
-33.3%
22.0%
4.2%
0.0%
32.7%
5.3%
-100.0%
-3.5%",
,SubTotal,5824,10.1%,354,-2.2%,373,3.6%,,,6551,8.9%,
"Prepared by OISP, 01 Nov 00",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
