Fall 2000,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education                CPSY EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH IDTC INST KINE PHED SPSY
TECR",,"42
222
142
204
940
2
539
31
137
133
15
110
1
551
275
12
24
33","5.0%
-3.1%
22.4%
27.5%
25.7%
-33.3%
12.8%
-3.1%
9.6%
54.7%
-25.0%
-24.7%
-50.0%
-18.2%
-3.8%
33.3%
0.0%
-28.3%","1
36
33
7
7
0
10
11
10
1
7
5
5
6","0.0%
-5.3%
73.7%
-12.5%
16.7%
-100.0%
-28.6%
0.0%
66.7%
0.0%
0.0%
0.0%
-16.7%
20.0%","8
37
37
24
54
47
2
15
20
0
16
42
23
3
17
1","-11.1%
-7.5%
117.6%
-7.7%
10.2%
23.7%
-33.3%
-11.8%
150.0%
-100.0%
-30.4%
-30.0%
-11.5%
0.0%
-5.6%
-88.9%","2
2
2
2
4
4
0
3
1
4
4
1
1
0","100.0%
-33.3%
0.0%
-60.0%
-55.6%
33.3%
-100.0%
50.0%
100.0%
0.0%
33.3%
0.0%
100.0%
-100.0%","1
1
1
6
3
1
2
2
0
2
1","-50.0%
100.0%
0.0%
50.0%
-40.0%
0.0%
0.0%
100.0%
-100.0%
-33.3%
100.0%","1
6
18
0
4
6
12
12
1
6
2","100.0%
200.0%
20.0%
-100.0%
300.0%
-40.0%
0.0%
140.0%
100.0%
20.0%
0.0%","1
3
5
2
12
13
0
4
1
5
3
2
1","0.0%
50.0%
100.0%
100.0%
50.0%
44.4%
-100.0%
0.0%
0.0%
66.7%
200.0%
100.0%
0.0%","55
307
238
240
1023
2
620
40
181
180
17
138
1
610
314
18
50
34","5.8%
-2.8%
40.8%
19.4%
23.8%
-50.0%
13.1%
-20.0%
5.8%
66.7%
-22.7%
-24.6%
-50.0%
-18.4%
-3.4%
38.5%
0.0%
-42.4%",
,SubTotal,3413,5.9%,139,8.6%,346,-0.3%,30,-25.0%,20,-4.8%,68,25.9%,52,57.6%,4068,5.7%,
"Prepared by OISP, 01 Nov 00",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
