Fall 2000,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"General Studies       GEST
GSEN",,"3203
1","22.5%
-95.0%",,,,,,,"3203
1","22.5%
-95.0%",
,SubTotal,3204,21.6%,,,,,,,3204,21.6%,
Exchange                REEP,,21,100.0%,,,,,,,21,100.0%,
,SubTotal,21,100.0%,,,,,,,21,100.0%,
Total,,36229,0.4%,4351,8.4%,2940,3.0%,506,1.4%,44026,1.3%,
"Prepared by OISP, 01 Nov 00",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
