Fall 2000,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering             AERL AERO BIEN BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE LCEM MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN
SENG",,"186
199
0
122
112
204
162
140
84
189
309
9
311
295
212
490
229
293
4
3
340
116
4
201
330
4
78
132
13
0
368
622
35
50
18
42
111
56
80
7
10
11","-3.1%
12.4%
-100.0%
-10.3%
-0.9%
-15.4%
-10.0%
9.4%
-1.2%
-22.5%
-2.5%
125.0%
12.7%
-25.5%
-9.4%
-0.8%
-15.2%
-7.3%
100.0%
100.0%
24.5%
-4.1%
0.0%
-15.2%
-7.3%
-60.0%
44.4%
-24.1%
18.2%
-100.0%
-23.5%
-1.1%
6.1%
-3.8%
-14.3%
20.0%
-15.3%
-22.2%
66.7%
133.3%
42.9%
-21.4%","6
3
9
6
10
5
8
2
6
10
0
9
8
7
14
10
20
0
29
7
3
10
10
11
1
6
4
1
5
4
1
2
16
0
0
1","20.0%
0.0%
-25.0%
20.0%
-52.4%
0.0%
-11.1%
0.0%
-62.5%
0.0%
-100.0%
-10.0%
-46.7%
-12.5%
27.3%
-9.1%
5.3%
-100.0%
26.1%
250.0%
-57.1%
-23.1%
0.0%
-8.3%
100.0%
-45.5%
-50.0%
100.0%
66.7%
100.0%
-66.7%
100.0%
128.6%
-100.0%
-100.0%
0.0%","25
33
22
12
20
12
37
8
32
32
0
24
21
34
60
43
27
0
1
62
20
1
23
39
1
13
24
1
0
43
55
5
5
2
7
15
7
54
0
2
2","-3.8%
22.2%
-21.4%
-29.4%
-31.0%
9.1%
76.2%
-27.3%
-11.1%
-3.0%
-100.0%
-14.3%
-22.2%
-2.9%
7.1%
16.2%
-32.5%
-100.0%
100.0%
19.2%
-33.3%
0.0%
-25.8%
0.0%
0.0%
0.0%
-29.4%
100.0%
-100.0%
0.0%
-23.6%
150.0%
0.0%
0.0%
-12.5%
0.0%
-36.4%
58.8%
-100.0%
0.0%
0.0%","9
9
17
20
26
35
25
25
10
46
1
38
34
5
17
28
56
1
33
12
6
6
4
12
7
27
1
2
2
3
4
3
9
1","12.5%
-10.0%
6.3%
0.0%
-13.3%
29.6%
31.6%
-7.4%
-37.5%
-11.5%
0.0%
22.6%
-26.1%
0.0%
13.3%
7.7%
-23.3%
100.0%
57.1%
33.3%
100.0%
-33.3%
300.0%
-14.3%
-46.2%
-6.9%
100.0%
-33.3%
100.0%
200.0%
-42.9%
-25.0%
50.0%
-50.0%","1
1
2
1
3
0
2
3
0
3
3
2
6
3
0
1
1
1
1
1
0
1
0
1","-66.7%
0.0%
100.0%
100.0%
50.0%
-100.0%
0.0%
200.0%
-100.0%
50.0%
0.0%
-50.0%
20.0%
100.0%
-100.0%
0.0%
0.0%
-88.9%
0.0%
100.0%
-100.0%
100.0%
-100.0%
-66.7%","3
64
2
2
31
5
16
7
9
1
118
60
212
18
7
180
14
334
0
17
2
1
4
2
16
182
8
0
7
245
0
34
2
27
136
3
3","200.0%
12.3%
-71.4%
100.0%
93.8%
-58.3%
100.0%
16.7%
80.0%
-50.0%
31.1%
5.3%
24.0%
63.6%
-12.5%
13.2%
-12.5%
9.9%
-100.0%
54.5%
-60.0%
0.0%
100.0%
-60.0%
-5.9%
40.0%
0.0%
-100.0%
-22.2%
31.0%
-100.0%
13.3%
100.0%
3.8%
25.9%
100.0%
200.0%","6
9
4
0
3
7
3
1
6
10
5
4
4
4
5
9
8
1
1
6
4
4
4
7
11
2
2
1
2
0
5","-14.3%
28.6%
33.3%
-100.0%
-72.7%
250.0%
100.0%
100.0%
0.0%
25.0%
66.7%
0.0%
0.0%
33.3%
0.0%
80.0%
60.0%
-66.7%
100.0%
100.0%
100.0%
100.0%
-42.9%
-12.5%
57.1%
100.0%
100.0%
0.0%
100.0%
-100.0%
100.0%","236
318
2
178
181
269
237
223
129
244
527
70
599
383
269
768
332
741
5
4
495
161
7
243
392
5
126
365
23
0
439
965
44
99
24
85
269
72
164
7
13
17","-2.5%
12.8%
-75.0%
-9.2%
5.2%
-21.8%
1.7%
20.5%
-0.8%
-24.2%
2.9%
9.4%
15.4%
-23.4%
-8.8%
3.8%
-9.8%
-2.6%
-16.7%
100.0%
26.9%
-5.3%
16.7%
-13.8%
-7.8%
-54.5%
28.6%
-1.6%
21.1%
-100.0%
-23.5%
3.4%
18.9%
6.5%
-4.0%
16.4%
1.5%
-20.9%
72.6%
40.0%
8.3%
-5.6%",
,SubTotal,6181,-6.0%,244,-9.0%,824,-4.6%,534,-1.8%,37,-15.9%,1772,20.3%,138,26.6%,9730,-1.5%,
"Prepared by OISP, 01 Nov 00",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
