Fall 2000,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education                CPSY EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH IDTC INST KINE PHED SPSY
TECR",,"240
1023
2
620
138
1
610
254
34","19.4%
23.8%
-50.0%
13.1%
-24.6%
-50.0%
-18.4%
0.4%
-42.4%","3
109
141
40
48
102
10
38
12
6","0.0%
-10.7%
72.0%
-20.0%
2.1%
96.2%
-16.7%
-20.8%
71.4%
20.0%","52
198
97
133
78
7
22
6
44","6.1%
2.1%
11.5%
7.3%
39.3%
-30.0%
-8.3%
0.0%
-2.2%",,,"55
307
238
240
1023
2
620
40
181
180
17
138
1
610
314
18
50
34","5.8%
-2.8%
40.8%
19.4%
23.8%
-50.0%
13.1%
-20.0%
5.8%
66.7%
-22.7%
-24.6%
-50.0%
-18.4%
-3.4%
38.5%
0.0%
-42.4%",
,SubTotal,2922,3.5%,509,18.9%,637,7.1%,,,4068,5.7%,
"Prepared by OISP, 01 Nov 00",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
