Spring 2010,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          BIED
CPSY EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH HRDL HRDV INST ISNC KINE NUTR PHED SPED SPMT SPSY TCMG TCML TECR USEH",,"1
20
160
271
329
509
460
164
19
98
81
17
212
115
89
795
3
241
2
0
5
193
29
19
32
12
4","100.0%
17.6%
3.2%
-12.6%
-11.3%
-6.3%
-8.0%
-18.8%
35.7%
4.3%
-31.9%
54.5%
58.2%
29.2%
8.5%
8.3%
-88.5%
-8.7%
-33.3%
-100.0%
100.0%
1.0%
20.8%
11.8%
60.0%
-36.8%
100.0%","9
43
58
19
17
12
14
1
24
8
8
5
7
5
13
0
8
12
6
1
1","12.5%
16.2%
5.5%
11.8%
-15.0%
-40.0%
-12.5%
100.0%
-22.6%
-11.1%
33.3%
25.0%
0.0%
0.0%
-18.8%
-100.0%
14.3%
33.3%
20.0%
0.0%
0.0%","8
10
53
47
57
74
78
22
5
26
26
3
39
17
16
90
1
28
1
1
21
12
3
9
1","100.0%
42.9%
-8.6%
46.9%
-17.4%
-2.6%
-17.0%
-8.3%
66.7%
-27.8%
-7.1%
200.0%
77.3%
6.3%
14.3%
-1.1%
-75.0%
-9.7%
0.0%
100.0%
16.7%
50.0%
0.0%
80.0%
100.0%","4
1
5
7
8
10
3
1
9
3
4
11
8
3
18
0
5
2
4
6
5
2","100.0%
0.0%
0.0%
-56.3%
-46.7%
11.1%
50.0%
100.0%
50.0%
-50.0%
33.3%
120.0%
100.0%
0.0%
28.6%
-100.0%
0.0%
0.0%
0.0%
200.0%
150.0%
100.0%","2
4
4
3
2
0
1
2
0
3
1","-33.3%
300.0%
300.0%
-40.0%
-33.3%
-100.0%
100.0%
100.0%
-100.0%
200.0%
-50.0%","3
1
4
51
1
2
3
6
22
28
4
1
2
0
2
26
2
2","100.0%
0.0%
-20.0%
24.4%
-50.0%
0.0%
0.0%
-14.3%
4.8%
16.7%
0.0%
100.0%
0.0%
-100.0%
-33.3%
0.0%
100.0%
0.0%","1
3
6
1
3
0
4
1
1
3
1
5
0
1
1
1","0.0%
0.0%
500.0%
100.0%
200.0%
-100.0%
100.0%
-66.7%
0.0%
0.0%
100.0%
66.7%
-100.0%
-50.0%
0.0%
100.0%","12
45
266
442
418
616
565
207
32
180
147
37
270
152
114
926
4
309
2
1
6
232
53
29
48
15
4","100.0%
25.0%
1.5%
-0.7%
-12.2%
-6.9%
-10.3%
-15.5%
33.3%
-5.8%
-21.4%
48.0%
62.7%
25.6%
7.5%
7.4%
-88.9%
-7.8%
-33.3%
-66.7%
100.0%
4.0%
23.3%
26.1%
71.4%
-21.1%
100.0%",
,Subtotal,"3,880",-1.6%,271,-1.8%,648,1.1%,119,9.2%,22,15.8%,160,11.1%,32,52.4%,"5,132",-0.4%,
"Prepared by OISP, 05 May 10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
