Spring 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
"Other - Special        CHEN
Populations             CLMD ECEN GACD MARA MARB MARS MEEN PETE SABX SRPH",,,1,,,,1,1,,1,,,,,"1
1",
University,Subtotal,,1,,,,1,1,,1,,,,,2,
,Total,24,57,51,44,1,177,14,62,76,39,39,4,4,296,
"Prepared by OISP, 05 May 10",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
