Spring 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
"Other - Special        CHEN
Populations             CLMD ECEN GACD MARA MARB MARS MEEN PETE SABX SRPH",,,,1,,,1,5,1,"1
5",,,,,"1
1
5",
University,Subtotal,,,1,,,1,5,1,6,,,,,7,
,Total,"1,090","1,182","1,249","1,731",7,"5,259",20,378,398,277,277,51,51,"5,985",
"Prepared by OISP, 05 May 10",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
