Spring 2010,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Liberal Arts      AMST
ANTH ANTL CLSS COML COMM ECON ENGL FREN GERM HISP HIST INTS MODL MUSC NUTR PHIL POLS PSYC RUSS SOCI SPAN TCMS THAR USLA WGST",,"9
151
0
16
810
425
640
14
4
673
597
30
80
763
1,183
8
358
92
119
55
5
7","-10.0%
30.2%
-100.0%
14.3%
-5.7%
14.9%
6.0%
0.0%
33.3%
1.7%
14.4%
3.4%
-10.1%
-7.4%
4.0%
0.0%
5.3%
-6.1%
4.4%
5.8%
400.0%
100.0%","57
0
15
75
27
6
23
7
1
19
16
27
35","-5.0%
-100.0%
-34.8%
25.0%
-15.6%
-14.3%
0.0%
-41.7%
-50.0%
-5.0%
60.0%
-12.9%
20.7%","53
44
45
76
23
51
1
8
32
63
67","20.5%
-10.2%
-18.2%
-6.2%
4.5%
15.9%
0.0%
0.0%
-25.6%
37.0%
1.5%",,,"9
261
0
16
0
869
545
743
14
4
29
747
597
7
30
2
107
811
1,273
8
460
92
119
55
5
7","-10.0%
18.6%
-100.0%
14.3%
-100.0%
-6.7%
12.4%
3.6%
0.0%
33.3%
0.0%
2.5%
14.4%
-41.7%
3.4%
-33.3%
-8.5%
-7.5%
4.9%
0.0%
5.7%
-6.1%
4.4%
5.8%
400.0%
100.0%",
,Subtotal,"6,039",2.9%,308,-0.6%,463,0.9%,,,"6,810",2.6%,
"Prepared by OISP, 05 May 10",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
