Summer 2001,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F,,
"AG & Life             ADEV
Science                  AGBL AGBU AGEC AGED AGEN AGJR AGLS AGRO AGSC AGSM ANBR ANSC BESC BICH BSEN DASC ENTO FORS FSTC GENE HORT MEPS NRDV NUSC NUTR PLBR PLPA POSC PPHY PPRO PREP PSSC RENR RLEM RPTS RRDV SOSC TOXI WFSC WISC",,"188
25
72
131
25
41
7
61
54
27
58
100
31
50
3
1
21
16
11
29
21
1
1
14
10
8
9
33
1
5
3
9
49
69
8
1
119
2","163
19
78
72
36
10
22
61
6
37
7
1
165
24
49
5
3
15
5
29
52
53
1
65
28
2
3
17
12
1
1
18
85
2
7
91
3","13
1
1
1
20
1
1
6
2
1
3
1","5
1
2
6
3
4
1
2
1
1
1","14
2
10
2
7
3
1
5
4
7
4
3
2
4
5
1
1
2
12
2
4
8","6
3
2
2
3
9
2
2
10
6
5
3
1
2
6
6
2
8
2
1
1
2
3
11
1","3
1
1
1
1
5
1
2
2
2
1
2
2","1
3
1
1
1
3
4
2
2
3
3
2
1
4","2
1
1
1
1
2
1
1","1
1
1","1
6
30
2
6
1
5
2
5
20
3
6
17
9
7
5
3
8
7
2
1
2
5
5
6
9","2
11
3
2
3
1
13
1
5
1
15
6
3
1
1
8
2
8
1
1
1
1
1
2
1
6","3
2
3
1
1
1
1
3
1
1
1
1
1
2
2","2
1
3
1
1
1
1
2
1
1
1
2
2","221
26
84
177
27
51
9
90
63
29
67
111
46
82
7
1
28
22
34
48
31
6
1
14
14
16
18
49
1
1
8
3
10
60
83
16
1
142
2","178
20
86
89
37
16
28
79
6
39
10
1
183
35
77
10
4
24
6
55
69
59
2
78
40
4
11
19
1
14
2
2
22
92
2
8
115
4","399
46
170
266
64
67
37
169
69
68
77
1
294
81
159
17
5
52
28
89
117
90
8
1
92
54
20
29
68
2
1
22
5
12
82
175
2
24
1
257
6",
,Subtotal,1314,1248,51,27,103,99,24,31,10,3,173,100,24,19,1699,1527,3226,
"Prepared by OISP, 09 Aug 01",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
