Top 10,,,,,,,,
Summer 2001 Feeder Patterns New Graduate,,,,,,,,
Texas County   Students  % Total,,,,,,,,
Harris,,46,,,14.0%,,,
Brazos,,39,,,11.9%,,,
Tarrant,,15,,,4.6%,,,
Bexar,,11,,,3.3%,,,
Dallas,,10,,,3.0%,,,
Collin,,5,,,1.5%,,,
Wharton,,5,,,1.5%,,,
Cameron,,4,,,1.2%,,,
Galveston,,4,,,1.2%,,,
Jefferson,,4,,,1.2%,,,
State,Students  % Total,,,,,,,
Texas,234,,,71.1%,,,,
California,7,,,2.1%,,,,
Louisiana,5,,,1.5%,,,,
Florida,3,,,0.9%,,,,
Oklahoma,3,,,0.9%,,,,
Colorado,2,,,0.6%,,,,
Illinois,2,,,0.6%,,,,
New York,2,,,0.6%,,,,
Pennsylvania,2,,,0.6%,,,,
Wisconsin,2,,,0.6%,,,,
Country,,,Students  % Total,,,,,
United States,,,274,,,83.3%,,
"China, People's Rep of",,,15,,,4.6%,,
India,,,12,,,3.6%,,
"Korea, Republic of",,,5,,,1.5%,,
Indonesia,,,3,,,0.9%,,
Romania,,,2,,,0.6%,,
Taiwan,,,2,,,0.6%,,
Australia,,,1,,,0.3%,,
Belarus,,,1,,,0.3%,,
El Salvador,,,1,,,0.3%,,
