Summer 2009,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGE ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN MSEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG USEN WMHS",,"33
124
31
72
24
47
16
19
77
160
46
44
26
247
54
134
0
50
71
37
142
37
166
56
274
44
32
10
84
74
43
9
6
1","-50.7%
29.2%
-26.2%
24.1%
-20.0%
20.5%
-5.9%
-34.5%
-2.5%
24.0%
-27.0%
12.8%
8.3%
10.3%
-28.0%
-2.2%
-100.0%
-20.6%
2.9%
15.6%
6.8%
19.4%
45.6%
5.7%
26.9%
100.0%
0.0%
-23.1%
6.3%
80.5%
-28.3%
-10.0%
-25.0%
0.0%","63
29
16
30
31
60
125
105
1
4
7
74
172
14
29
20
136
3","43.2%
11.5%
0.0%
-28.6%
-13.9%
0.0%
11.6%
-12.5%
100.0%
0.0%
-36.4%
-18.7%
3.6%
7.7%
0.0%
-9.1%
22.5%
50.0%","49
28
15
15
68
0
64
79
103
1
37
3
99
36
22
13
55
0","6.5%
16.7%
-16.7%
25.0%
-10.5%
-100.0%
-11.1%
-12.2%
-7.2%
-75.0%
-11.9%
50.0%
20.7%
38.5%
15.8%
-7.1%
-6.8%
-100.0%",,,"33
236
31
129
24
78
16
64
77
259
0
170
44
26
451
54
342
0
2
4
50
71
7
37
142
37
277
3
56
545
50
44
83
10
117
265
43
9
6
3
1
0","-50.7%
26.9%
-26.2%
19.4%
-20.0%
6.8%
-5.9%
-22.9%
-2.5%
7.5%
-100.0%
-12.8%
12.8%
8.3%
5.9%
-28.0%
-7.1%
-100.0%
-50.0%
0.0%
-20.6%
2.9%
-36.4%
15.6%
6.8%
19.4%
12.1%
50.0%
5.7%
17.5%
28.2%
100.0%
3.8%
-23.1%
1.7%
25.6%
-28.3%
-10.0%
-25.0%
50.0%
0.0%
-100.0%",
,Subtotal,"2,290",7.7%,919,1.5%,687,-2.0%,,,"3,896",4.4%,
"Prepared by OISP, 08 Sep 09",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
