"Summer 2009
Agriculture              AGEC ALEC ANSC BAEN BCBP CLAG ENTO ESSM HRSC NFSC PLPM POSC RPTS SCSC WFSC
Subtotal
Architecture   ARCH CLAR COSC LAUP VIZA
Subtotal Business Admin      ACCT
CLBA FINC INFO MGMT MKTG
Subtotal
Education                CLED EAHR EPSY HLKN TLAC
Subtotal
Engineering             AERO BMEN CHEN CLEN CPSC CVEN ECEN ETID ISEN MEEN NUEN PETE
Subtotal",Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,"Freshman
1
1","Sophomore
1
1
2
1
1","Junior
2
1
1
1
1
1
7
1
1
2
1
2
1
6
1
1
2
2
1
3","Senior
1
1
2
1
5
2
1
1
4
2
1
1
4
1
2
3
6
1
1
1
1
2
6",PB,"Total
1
4
3
1
1
2
1
1
14
2
3
1
6
4
1
3
2
10
1
2
4
1
8
1
4
1
1
2
1
10",PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
,,,,,,,,1,1,1,1,,,1,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,2,
,,,,,,,,1,1,2,2,,,17,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,6,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,1,
,,,,,,,,2,2,,,,,5,
,,,,,,,,,,,,,,2,
,,,,,,,,2,2,,,,,12,
,,,,,,,,,,1,1,,,2,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,9,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,1,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,11,
"Prepared by OISP, 08 Sep 09",,,,,,,,,,,,,,,
