Spring 2008,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"288
248
171
175
128
104
76
75
292
350
133
172
221
541
252
292
201
183
147
339
137
266
362
648
105
78
63
164
288
233
23
10","-5.0%
0.4%
-7.1%
11.5%
-12.9%
5.1%
-14.6%
-14.8%
4.3%
18.6%
-14.2%
13.9%
-3.5%
-1.5%
0.0%
-10.7%
0.5%
17.3%
-2.6%
-2.9%
-0.7%
18.2%
-10.0%
8.0%
52.2%
-2.5%
6.8%
33.3%
31.5%
-1.7%
53.3%
-37.5%","56
35
41
61
49
99
167
218
16
20
135
240
48
21
147
3","14.3%
-5.4%
5.1%
165.2%
-10.9%
-8.3%
21.0%
25.3%
14.3%
-23.1%
70.9%
7.1%
6.7%
50.0%
3.5%
200.0%","47
33
22
19
77
6
106
113
145
5
52
4
110
33
22
66","6.8%
13.8%
-4.3%
-5.0%
1.3%
-33.3%
-9.4%
-11.7%
-8.2%
-44.4%
-11.9%
-33.3%
-16.0%
-15.4%
4.8%
15.8%",,,"288
351
171
243
128
167
76
155
292
476
6
338
172
221
821
252
655
5
201
183
16
147
359
137
453
4
362
998
105
159
63
207
501
233
23
10
3","-5.0%
3.2%
-7.1%
9.0%
-12.9%
3.7%
-14.6%
18.3%
4.3%
11.7%
-33.3%
-11.1%
13.9%
-3.5%
0.7%
0.0%
-0.6%
-44.4%
0.5%
17.3%
14.3%
-2.6%
-4.3%
-0.7%
24.8%
-33.3%
-10.0%
4.5%
52.2%
-3.0%
6.8%
31.0%
19.9%
-1.7%
53.3%
-37.5%
200.0%",
,Subtotal,"6,765",2.6%,"1,356",16.1%,860,-7.1%,,,"8,981",3.4%,
"Prepared by OISP, 22 Feb 08",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
